general_id	dating_typology_start	dating_typology_end	find_area	typology_class_1	typology_class_2	typology_class_3	typology_class_4	orientation
OLY79 - Br5163	-549	-400	Prytaneion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IC2a	(Missing)
OLY64 - B5574	-549	-400	South-East Area	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IC2a	(Missing)
OLY80 - Br12809	-549	-400	Prytaneion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IC2a	(Missing)
OLY60 - B4203 / B5082	-549	-400	Stadium (North)	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IC2a	(Missing)
OLY38 - B223	-549	-400	Echo Stoa	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IC2a	(Missing)
OLY80 - Br13007 / Kur449	-549	-400	Treasuries	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IC2a	(Missing)
OLY86 - Br3661 / B11600	-549	-400	Temple of Hera	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IC2b	(Missing)
OLY80 - Br12623	-549	-400	Prytaneion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IC2b	(Missing)
OLY64 - B5576	-549	-400	South-East Area	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IC2b	(Missing)
OLY79 - Br4725 / Inscr552 / AthenNM6262	-549	-400	Prytaneion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IC2b	(Missing)
OLY80 - Br12538	-549	-400	Prytaneion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IC2b	(Missing)
OLY60 - B5021	-549	-400	Stadium (North)	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IC2b	(Missing)
OLY76 - Br125 / AthenNM6261	-549	-400	Bouleuterion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IC2b	(Missing)
OLY81 - Br13842	-549	-400	South-East Area	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IC3	(Missing)
OLY80 - Br12537 / Inscr906 / AthenNM6259	-549	-400	Prytaneion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IC3	(Missing)
OLY78 - Br3655	-549	-400	Temple of Hera	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IC4	(Missing)
OLY64 - B5573	-549	-400	South-East Area	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IC4	(Missing)
OLY79 - Br4912	-549	-400	Prytaneion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IC5	(Missing)
OLY79 - Br5024	-549	-400	Prytaneion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IC5	(Missing)
OLY78 - Br3511	-549	-400	Treasuries	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IC6	(Missing)
OLY80 - Br13059	-549	-400	Prytaneion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IC6	(Missing)
OLY56 - B3486	-549	-400	Pheidias' workshop	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IC6	(Missing)
OLY80 - Br12857 / Inscr921 / BerlinOl12857	-549	-400	Prytaneion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IC6	(Missing)
OLY79 - Br5668	-549	-400	Echo Stoa	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IC6	(Missing)
OLY80 - Br9253	-549	-400	Treasuries	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IC6	(Missing)
OLY80 - Br12772	-549	-400	Prytaneion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IC6	(Missing)
OLY64 - B5571	-549	-400	South-East Area	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IC6	(Missing)
OLY65 - B6253	-549	-400	Stadium (South)	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IC6	(Missing)
OLY86 - B11584	-549	-400	Prytaneion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IC6	(Missing)
OLY79 - Br5347	-549	-400	Bouleuterion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IC6	(Missing)
OLY79 - Br7279	-549	-400	Prytaneion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IC6	(Missing)
OLY80 - Br12624	-549	-400	Prytaneion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IC6	(Missing)
OLY80 - Br11718	-549	-400	Stadium (South)	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IC6	(Missing)
OLY80 - Br12539	-549	-400	Prytaneion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IC6	(Missing)
OLY79 - Br5097	-549	-400	Prytaneion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IC6	(Missing)
OLY79 - Br5346	-549	-400	Bouleuterion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IC6	(Missing)
OLY80 - Br11893	-549	-400	Leonidaion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IC6	(Missing)
OLY86 - B11540	-549	-400	Prytaneion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IC6	(Missing)
OLY56 - B3578	-549	-400	Pheidias' workshop	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IC6	(Missing)
OLY40 - B1793	-549	-400	Stadium (South)	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	ID1	(Missing)
OLY64 - B5588	-549	-400	South-East Area	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	ID1	(Missing)
OLY63 - B5388	-549	-400	South-East Area	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	ID1	(Missing)
OLY80 - B10454	-549	-400	Bouleuterion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	ID1	(Missing)
OLY78 - Br2989	-549	-400	Temple of Zeus	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	ID1	(Missing)
OLY84 - Inv.1884, Br13	-549	-400	Kladeos	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	ID1	(Missing)
OLY79 - Br5250	-549	-400	Prytaneion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	ID1	(Missing)
OLY80 - Br12893	-549	-400	Bouleuterion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	ID1	(Missing)
OLY64 - B6529	-549	-400	South-East Area	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	ID1	(Missing)
OLY63 - B5467	-549	-400	South-East Area	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	ID1	(Missing)
OLY80 - Br12625	-549	-400	Prytaneion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	ID1	(Missing)
OLY64 - B5599	-549	-400	South-East Area	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	ID1	(Missing)
OLY57 - B4173	-549	-400	Pheidias' workshop	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	ID1	(Missing)
OLY56 - B3582	-549	-400	Pheidias' workshop	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	ID2a	(Missing)
OLY86 - B11588	-549	-400	Prytaneion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	ID2a	(Missing)
OLY79 - Br5902	-549	-400	Bouleuterion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	ID2a	(Missing)
OLY38 - B913	-549	-400	South-East Area	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	ID2a	(Missing)
OLY80 - Br12793	-549	-400	Stadium	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	ID2a	(Missing)
OLY64 - B5597	-549	-400	South-East Area	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	ID2a	(Missing)
OLY55 - B3049	-549	-400	Pheidias' workshop	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	ID2a	(Missing)
OLY60 - B5131	-549	-400	Stadium (North)	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	ID2a	(Missing)
OLY80 - Br12505	-549	-400	Prytaneion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	ID2a	(Missing)
OLY55 - B3264	-549	-400	Pheidias' workshop	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	ID2a	(Missing)
OLY55 - B3262	-549	-400	Pheidias' workshop	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	ID2b	(Missing)
OLY78 - Br2828	-549	-400	Philippeion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	ID2b	(Missing)
OLY80 - Br12184a	-549	-400	Gymnasion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	ID2b	(Missing)
OLY78 - Br3625	-549	-400	Palaestra	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	ID2b	(Missing)
OLY94 - B12344	-549	-400	South-West Area	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	ID2b	(Missing)
OLY56 - B8690	-549	-400	Pheidias' workshop	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	ID2b	(Missing)
OLY64 - B5592	-549	-400	South-East Area	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	ID3	(Missing)
OLY80 - Br11445	-549	-400	Pelopion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	ID3	(Missing)
OLY80 - Br12618	-549	-400	Prytaneion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	ID3	(Missing)
OLY79 - Br5349	-549	-400	Bouleuterion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	ID3	(Missing)
OLY55 - B3263	-549	-400	Pheidias' workshop	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	ID3	(Missing)
OLY56 - B4088	-549	-400	Pheidias' workshop	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	ID3	(Missing)
OLY65 - B6312	-549	-400	South-East Area	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	ID3	(Missing)
OLY55 - B3265	-549	-400	Pheidias' workshop	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	ID3	(Missing)
OLY78 - Br3659 / Kur418	-549	-400	Temple of Hera	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	Sauroter mit dreikantiger Spitze	(Missing)
OLY77 - Br897 / Kur421	-549	-400	Temple of Zeus	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIA	(Missing)
OLY56 - B3580	-549	-400	Pheidias' workshop	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIA	(Missing)
OLY78 - Br3007	-549	-400	Temple of Zeus	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIA	(Missing)
OLY56 - B3579	-549	-400	Pheidias' workshop	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY65 - B6254	-549	-400	Stadium (South)	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY80 - Br12691	-549	-400	Prytaneion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY40 - B1561	-549	-400	Stadium (South)	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY56 - B3484	-549	-400	Pheidias' workshop	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY79 - B10458	-549	-400	South-East Area	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY79 - Br5315	-549	-400	Bouleuterion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY55 - B3048	-549	-400	Leonidaion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY79 - B10371	-549	-400	South-East Area	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY79 - Br5114	-549	-400	Prytaneion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY60 - B5063	-549	-400	Stadium (North)	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY79 - Br5731	-549	-400	Echo Stoa	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY79 - Br4976	-549	-400	Temple of Zeus	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY76 - Br766	-549	-400	Temple of Zeus	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY38 - B7688	-549	-400	South-East Area	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY64 - B5579	-549	-400	South-East Area	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY64 - B5578	-549	-400	South-East Area	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY65 - B6206 / B6403	-549	-400	South-East Area	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY79 - Br5086	-549	-400	Temple of Zeus	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY79 - Br5297	-549	-400	Bouleuterion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY38 - B222	-549	-400	Echo Stoa	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY53 - B3482	-549	-400	Stadium (West)	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY78 - Br3808	-549	-400	Temple of Zeus	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY86 - B11553	-549	-400	Prytaneion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY78 - Br3879	-549	-400	Bouleuterion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY79 - Br5119	-549	-400	Bouleuterion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY79 - Br7693 / BerlinOl7693	-524	-400	Echo Stoa	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY39 - B1012	-524	-400	South-East Area	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY79 - Br5244	-524	-400	Prytaneion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY79 - Br5728	-524	-400	Echo Stoa	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY40 - B2093	-524	-400	Stadium (South)	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY41 - B1980	-499	-475	Stadium	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY80 - Br13548	-524	-400	South-East Area	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY80 - Br11957	-524	-400	Leonidaion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY80 - Br11957?	-524	-400	Leonidaion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY78 - B9860	-524	-400	South-East Area	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY63 - B5450	-524	-400	South-East Area	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY78 - Br3261	-524	-400	Treasuries	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY64 - B5580	-524	-400	South-East Area	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY79 - Br5554	-524	-400	Bouleuterion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY37 - B89	-524	-400	Stadium (North-East)	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY80 - Br8501	-524	-400	Stadium (West)	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY52 - B2363	-524	-400	Stadium (West)	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY80 - Br12774	-524	-400	Prytaneion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY54 - B3483	-524	-400	Echo Stoa	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY79 - Br5043	-524	-400	Echo Stoa	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY64 - B5581	-524	-400	South-East Area	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY78 - Br3652	-524	-400	Temple of Hera	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY80 - Br13238	-524	-400	Stadium (North)	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY80 - Br13082	-524	-400	Prytaneion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY79 - Br5088	-524	-400	Temple of Zeus	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY64 - B5582	-524	-400	South-East Area	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY64 - B5585	-524	-400	South-East Area	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY63 - B5443	-524	-400	South-East Area	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY80 - Br12859	-524	-400	Bouleuterion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY80 - Br11524	-524	-400	Pelopion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY65 - B6310	-524	-400	South-East Area	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY79 - Br7616	-524	-400	Echo Stoa	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB1	(Missing)
OLY65 - B7526	-524	-400	South-East Area	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB2	(Missing)
OLY36 - B88	-524	-400	Temple of Hera	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB2	(Missing)
OLY60 - B4517	-524	-400	Stadium (North)	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB2	(Missing)
OLY80 - Br12027	-524	-400	Leonidaion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB2	(Missing)
OLY53 - B3481	-524	-400	Stadium (West)	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB2	(Missing)
OLY79 - B10455	-524	-400	South-East Area	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB3	(Missing)
OLY63 - B5305	-524	-400	South-East Area	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB3	(Missing)
OLY64 - B5587	-524	-400	South-East Area	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIB3	(Missing)
OLY64 - B5577	-524	-400	South-East Area	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIC1a	(Missing)
OLY55 - B3047	-524	-400	Pheidias' workshop	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIC1a	(Missing)
OLY79 - Br5134	-524	-400	Prytaneion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIC1a	(Missing)
OLY55 - B3260	-524	-400	Pheidias' workshop	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIC1a	(Missing)
OLY80 - Br13148	-524	-400	Gymnasion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIC1a	(Missing)
OLY78 - Br3657	-524	-400	Stadium	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIC1a	(Missing)
OLY80 - Br12732	-524	-400	Prytaneion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIC1a	(Missing)
OLY79 - Br5737 / AthenNM6257	-524	-400	Pelopion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIC1b	(Missing)
OLY80 - Br11711	-524	-400	Temple of Zeus	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIC1b	(Missing)
OLY79 - Br7489	-524	-400	Prytaneion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIC1b	(Missing)
OLY79 - Br7580	-524	-400	Stadium (West)	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIC1b	(Missing)
OLY65 - B6238	-524	-400	South-East Area	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIC1b	(Missing)
OLY79 - Br5223 / Kur422	-524	-400	Prytaneion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIC2	(Missing)
OLY79 - Br4418	-524	-400	Temple of Zeus	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIC2	(Missing)
OLY78 - Br3503 / BerlinOl3503	-524	-400	Treasuries	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIC2	(Missing)
OLY80 - Br12580	-524	-400	Prytaneion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIC2	(Missing)
OLY64 - B5593	-524	-400	South-East Area	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIC2	(Missing)
OLY78 - Br4118	-524	-400	Temple of Hera	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIC2	(Missing)
OLY52 - B2362	-524	-400	Echo Stoa	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIID	(Missing)
OLY79 - Br5938	-524	-400	Bouleuterion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIC2	(Missing)
OLY79 - Br5245	-524	-400	Prytaneion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIC2	(Missing)
OLY39 - B1014	-524	-400	Stadium (North)	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIID	(Missing)
OLY79 - Br5171	-524	-400	Prytaneion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIID	(Missing)
OLY80 - Br12736 / Kur442	-524	-400	Prytaneion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIE	(Missing)
OLY65 - E474	-524	-400	South-East Area	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIE	(Missing)
OLY65 - B6255	-524	-400	South-East Area	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIF	(Missing)
OLY40 - B2236	-699	-600	Stadium (West)	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIF	(Missing)
OLY80 - Br9789	-524	-400	Temple of Hera	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIF	(Missing)
OLY38 - B915	-524	-400	Stadium (South)	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIF	(Missing)
OLY38 - B511	-524	-400	Stadium (South)	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIF	(Missing)
OLY60 - B4512	-524	-400	Stadium (North)	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIG	(Missing)
OLY39 - B1131	-524	-400	Stadium (West)	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIG	(Missing)
OLY39 - B3841	-524	-400	South-East Area	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIG	(Missing)
OLY80 - Br12897	-524	-400	Bouleuterion	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIH1	(Missing)
OLY38 - B195	-524	-400	Stadium (North)	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIH2	(Missing)
OLY78 - Br3636	-524	-400	Temple of Hera	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIH2	(Missing)
OLY64 - B5590	-524	-400	South-East Area	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIH2	(Missing)
OLY64 - B5595	-524	-400	South-East Area	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIH2	(Missing)
OLY80 - Br13674	-524	-400	South-East Area	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIH2	(Missing)
OLY37 - B90	-524	-400	Stadium (North-East)	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IIIH2	(Missing)
OLY64 - B5596	-499	-350	South-East Area	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IV	(Missing)
OLY40 - B1705	-499	-350	Stadium (West)	Waffe	Sauroter	Bronzene Saurotere (Lanzenschuhe)	IV	(Missing)
OLY56 - B4362	-499	-350	Pheidias' workshop	Waffe	Sauroter	Eiserne Sauroter (Lanzeschuhe)	1a	(Missing)
OLY42 - E240	-499	-350	Stadium (West)	Waffe	Sauroter	Eiserne Sauroter (Lanzeschuhe)	1a	(Missing)
OLY63 - E313	-499	-350	South-East Area	Waffe	Sauroter	Eiserne Sauroter (Lanzeschuhe)	1a	(Missing)
OLY64 - E289	-499	-350	South-East Area	Waffe	Sauroter	Eiserne Sauroter (Lanzeschuhe)	1a	(Missing)
OLY37 - E81	-499	-350	Stadium (North-East)	Waffe	Sauroter	Eiserne Sauroter (Lanzeschuhe)	1a	(Missing)
OLY64 - E714	-499	-350	South-East Area	Waffe	Sauroter	Eiserne Sauroter (Lanzeschuhe)	1a	(Missing)
OLY64 - E650	-499	-350	South-East Area	Waffe	Sauroter	Eiserne Sauroter (Lanzeschuhe)	1b	(Missing)
OLY59 - E562	-499	-350	Stadium (North)	Waffe	Sauroter	Eiserne Sauroter (Lanzeschuhe)	1b	(Missing)
OLY60 - E601	-499	-350	Stadium (North)	Waffe	Sauroter	Eiserne Sauroter (Lanzeschuhe)	1b	(Missing)
OLY64 - E699	-499	-350	South-East Area	Waffe	Sauroter	Eiserne Sauroter (Lanzeschuhe)	1b	(Missing)
OLY60 - E602	-499	-350	Stadium (North)	Waffe	Sauroter	Eiserne Sauroter (Lanzeschuhe)	1b	(Missing)
OLY60 - E600	-499	-350	Stadium (North)	Waffe	Sauroter	Eiserne Sauroter (Lanzeschuhe)	1b	(Missing)
OLY60 - E2136	-499	-350	Stadium (North)	Waffe	Sauroter	Eiserne Sauroter (Lanzeschuhe)	1b	(Missing)
OLY37 - E84	-499	-350	Stadium (North-East)	Waffe	Sauroter	Eiserne Sauroter (Lanzeschuhe)	1b	(Missing)
OLY37 - E82	-499	-350	Stadium (North-East)	Waffe	Sauroter	Eiserne Sauroter (Lanzeschuhe)	1b	(Missing)
